artist,URL Artsy,URL Wiki,Nationality,Genre,Art Movement,Momentum Score,Trends 2017,Trends 2018,Trends 2019,Trends 2020,Trends 2021,Trends 2022,Articles,Followers,Yearly Lots Sold,birth_year,death_year,sell_through_rate
john-opie,https://www.artsy.net/artist/john-opie/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/john-opie,Other,portrait,Minimalism,,44.10526316,38.34615385,30.05769231,31.59615385,25.65384615,20.46666667,28,7,7.650793651,Other,Other,80.46031746
george-romney,https://www.artsy.net/artist/george-romney/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/george-romney,British,portrait,Rococo,,8.973684211,9.25,8.75,17.5,7.942307692,6.4,91,7920.284153,4,1700s,1800s,82.3
walter-sickert,https://www.artsy.net/artist/walter-sickert/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/walter-sickert,British,pastorale,"Impressionism, Post-Impressionism",,36.10526316,41.40384615,34.96153846,30.55769231,27.67307692,35.33333333,90,200,6,1800s,1900s,50
stanley-spencer,https://www.artsy.net/artist/stanley-spencer/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/stanley-spencer,British,abstract,Neo-Romanticism,,11.36842105,14.94230769,10.94230769,9.730769231,8.5,8.4,89,220,1,1800s,1900s,41.6
george-stubbs,https://www.artsy.net/artist/george-stubbs/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/george-stubbs,British,animal painting,Romanticism,,13.13157895,15.48076923,13.05769231,13.80769231,8.192307692,9.066666667,93,243,7.650793651,1700s,1800s,80.46031746
graham-sutherland,https://www.artsy.net/artist/graham-sutherland/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/graham-sutherland,British,animal painting,"Surrealism, Neo-Romanticism",,25.73684211,24.65384615,17.34615385,23.61538462,15.07692308,9.733333333,86,376,24,1900s,1900s,83.1
julian-trevelyan,https://www.artsy.net/artist/julian-trevelyan/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/julian-trevelyan,Other,abstract,Baroque,,19.78947368,28.40384615,20.96153846,16.42307692,10.48076923,10.46666667,16,164,3,Other,Other,62.5
jean-paul-riopelle,https://www.artsy.net/artist/jean-paul-riopelle/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-paul-riopelle,Canadian,abstract,"Abstract Expressionism, Art Informel, Tachisme, Abstract Art",,22.73684211,21.17307692,19.48076923,19.86538462,28.26923077,19.26666667,84,1600,21,1900s,2000s,79.2
tom-thomson,https://www.artsy.net/artist/tom-thomson/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/tom-thomson,Canadian,landscape,"Post-Impressionism, Art Nouveau",,66.34210526,58.15384615,54.76923077,45.53846154,40.21153846,31.86666667,82,368,7.650793651,1800s,1900s,80.46031746
roberto-matta,https://www.artsy.net/artist/roberto-matta/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/roberto-matta,Chilean,nude painting (nu),Surrealism,,41.89473684,36.98076923,28.61538462,26.32692308,23.40384615,16.26666667,65,7920.284153,24,1900s,2000s,75.2
fernando-botero,https://www.artsy.net/artist/fernando-botero/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/fernando-botero,Colombian,portrait,"Naïve Art (Primitivism), Neo-Figurative Art",,41.60526316,39.82692308,38.55769231,37.30769231,28.84615385,28.6,94,6600,24,1900s,Other,84.8
wifredo-lam,https://www.artsy.net/artist/wifredo-lam/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/wifredo-lam,Cuban,still life,Surrealism,,40.13157895,38.53846154,45.44230769,46.15384615,34.05769231,30.4,80,2300,17,Other,Other,76.4
richard-mortensen,https://www.artsy.net/artist/richard-mortensen/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/richard-mortensen,Other,abstract,Concrete Art (Concretism),,18.07894737,20.61538462,24.98076923,24.75,16.38461538,15.86666667,20,7920.284153,7.650793651,1900s,1900s,80.46031746
pieter-claesz,https://www.artsy.net/artist/pieter-claesz/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/pieter-claesz,Dutch,still life,"Baroque, Dutch Golden Age",,37.81578947,42.96153846,40.26923077,38.28846154,35.86538462,28.53333333,3,155,7.650793651,Other,1600s,80.46031746
kees-van-dongen,https://www.artsy.net/artist/kees-van-dongen/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/kees-van-dongen,French,portrait,"Post-Impressionism, Expressionism",,26.84210526,29.55769231,25.67307692,19.40384615,18.86538462,18.86666667,49,2300,11,1800s,1900s,70.2
gerrit-dou,https://www.artsy.net/artist/gerrit-dou/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/gerrit-dou,Dutch,genre painting,"Baroque, Dutch Golden Age",,41.21052632,30.38461538,38.11538462,30.34615385,26.67307692,31.13333333,23,41,7.650793651,1600s,1600s,80.46031746
jan-van-goyen,https://www.artsy.net/artist/jan-van-goyen/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jan-van-goyen,Dutch,landscape,"Baroque, Dutch Golden Age",,39.94736842,50.84615385,48.03846154,43.30769231,47.21153846,45.6,29,7920.284153,8,1500s,1600s,77.4
bartholomeus-van-der-helst,https://www.artsy.net/artist/bartholomeus-van-der-helst/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/bartholomeus-van-der-helst,Dutch,portrait,Dutch Golden Age,,10.89473684,13.71153846,18.17307692,14.26923077,10.98076923,4.8,7,41,7.650793651,Other,Other,80.46031746
meindert-hobbema,https://www.artsy.net/artist/meindert-hobbema/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/meindert-hobbema,Other,portrait,"Romanticism, Orientalism",,15.13157895,12,12.53846154,13.63461538,9.961538462,7.8,5,543,7.650793651,Other,Other,80.46031746
melchior-de-hondecoeter,https://www.artsy.net/artist/melchior-de-hondecoeter/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/melchior-de-hondecoeter,Dutch,animal painting,"Baroque, Dutch Golden Age",,12.36842105,11.88461538,10.5,14.88461538,16.30769231,16.06666667,0,7920.284153,3,Other,1600s,76.9
jan-van-huysum,https://www.artsy.net/artist/jan-van-huysum/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jan-van-huysum,Other,capriccio,Romanticism,,6.868421053,8.557692308,7.711538462,5.903846154,4.730769231,5.866666667,14,7920.284153,7.650793651,Other,Other,80.46031746
jozef-israels,https://www.artsy.net/artist/jozef-israels/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jozef-israels,Dutch,capriccio,Realism,,14.21052632,14.75,15.63461538,12.78846154,14.46153846,12.86666667,10,60,3,Other,Other,100
johan-barthold-jongkind,https://www.artsy.net/artist/johan-barthold-jongkind/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/johan-barthold-jongkind,Dutch,marina,"Impressionism, Realism",,15.97368421,16.98076923,12.63461538,16.15384615,12.61538462,6.333333333,3,76,4,1800s,1800s,85.7
nicolaes-maes,https://www.artsy.net/artist/nicolaes-maes/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/nicolaes-maes,Dutch,genre painting,"Baroque, Dutch Golden Age",,16.63157895,14.40384615,20.86538462,17.11538462,9.480769231,8.8,11,7920.284153,7.650793651,1600s,1600s,80.46031746
jacob-maris,https://www.artsy.net/artist/jacob-maris/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jacob-maris,Other,animal painting,"Baroque, Dutch Golden Age",,27.55263158,24.44230769,22.98076923,21.28846154,15.21153846,18.13333333,13,27,7.650793651,Other,Other,80.46031746
piet-mondrian,https://www.artsy.net/artist/piet-mondrian/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/piet-mondrian,Dutch,abstract,"De Stijl (Neoplasticism), Neo-Impressionism",,55.65789474,58.55769231,57.59615385,63,51.26923077,54.13333333,97,6400,3,1800s,1900s,69.2
adriaen-van-ostade,https://www.artsy.net/artist/adriaen-van-ostade/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/adriaen-van-ostade,Dutch,genre painting,"Baroque, Dutch Golden Age",,24.44736842,23.17307692,19.67307692,13.01923077,13.94230769,13.33333333,15,61,3,Other,Other,75
paulus-potter,https://www.artsy.net/artist/paulus-potter/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paulus-potter,Other,landscape,Baroque,,8,7.423076923,9.019230769,6.346153846,6.384615385,5.6,14,34,7.650793651,Other,Other,80.46031746
jacob-van-ruisdael,https://www.artsy.net/artist/jacob-van-ruisdael/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jacob-van-ruisdael,Dutch,cloudscape,"Baroque, Dutch Golden Age",,21.71052632,25.15384615,25.88461538,21.36538462,20.40384615,24.73333333,32,477,3,Other,Other,60
rachel-ruysch,https://www.artsy.net/artist/rachel-ruysch/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/rachel-ruysch,Dutch,still life,"Baroque, Dutch Golden Age",,5.289473684,6.596153846,6.903846154,7.25,8.634615385,8.266666667,40,184,7.650793651,1600s,1700s,80.46031746
salomon-van-ruysdael,https://www.artsy.net/artist/salomon-van-ruysdael/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/salomon-van-ruysdael,Dutch,landscape,"Dutch Golden Age, Baroque",,14.39473684,21.25,14.92307692,10.67307692,12.51923077,11.8,7,81,6,Other,1600s,90.9
jan-steen,https://www.artsy.net/artist/jan-steen/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jan-steen,Dutch,genre painting,"Baroque, Dutch Golden Age",,65.13157895,57.13461538,50.55769231,46.42307692,41.69230769,38.13333333,83,252,2,Other,1600s,87.5
adriaen-van-de-velde,https://www.artsy.net/artist/adriaen-van-de-velde/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/adriaen-van-de-velde,Dutch,landscape,"Baroque, Dutch Golden Age",,11.23684211,14.73076923,12.78846154,14.55769231,10.88461538,9.4,14,71,2,Other,Other,100
philips-wouwerman,https://www.artsy.net/artist/philips-wouwerman/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/philips-wouwerman,Other,portrait,"High Renaissance, Mannerism (Late Renaissance)",,11.47368421,16.73076923,14.55769231,14.90384615,10.38461538,10.8,1,7920.284153,7.650793651,Other,Other,80.46031746
pieter-bruegel-the-elder,https://www.artsy.net/artist/pieter-bruegel-the-elder/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/pieter-bruegel-the-elder,Flemish,genre painting,Northern Renaissance,,43.52631579,44.65384615,39.88461538,36.5,26.75,32.93333333,91,1300,7.650793651,Other,1500s,80.46031746
pieter-bruegel-the-younger,https://www.artsy.net/artist/pieter-bruegel-the-younger/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/pieter-bruegel-the-younger,Other,portrait,"Abstract Expressionism, Abstract Art",,13.44736842,18.75,9.884615385,12.05769231,8.576923077,6.866666667,35,7920.284153,7.650793651,Other,Other,80.46031746
joos-van-cleve,https://www.artsy.net/artist/joos-van-cleve/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/joos-van-cleve,Flemish,portrait,Northern Renaissance,,19.89473684,25.17307692,20.34615385,15.67307692,14.19230769,13.4,8,7920.284153,7.650793651,Other,Other,80.46031746
jacob-jordaens,https://www.artsy.net/artist/jacob-jordaens/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jacob-jordaens,Flemish,portrait,Baroque,,30.81578947,35.23076923,37.42307692,31.82692308,30.63461538,29.46666667,22,60,3,1500s,1600s,76.9
anthony-van-dyck,https://www.artsy.net/artist/anthony-van-dyck/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/anthony-van-dyck,Flemish,portrait,Baroque,,1.184210526,1.288461538,1.557692308,3.25,1.038461538,0.933333333,97,1200,10,1500s,1600s,78
balthus,https://www.artsy.net/artist/balthus/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/balthus,French,animal painting,"Expressionism, Surrealism",,10,8.961538462,8.192307692,7.096153846,4.480769231,3.933333333,30,1200,7.650793651,1900s,2000s,80.46031746
emile-bernard,https://www.artsy.net/artist/emile-bernard/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/emile-bernard,French,portrait,Post-Impressionism,,24.05263158,24.82692308,23.78846154,33.5,26.32692308,14.86666667,76,1600,5,1800s,1900s,65.3
louis-leopold-boilly,https://www.artsy.net/artist/louis-leopold-boilly/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/louis-leopold-boilly,French,portrait,Neoclassicism,,0,0,0,0,0,0,6,7920.284153,2,Other,Other,66.6
pierre-bonnard,https://www.artsy.net/artist/pierre-bonnard/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/pierre-bonnard,French,abstract,Post-Impressionism,,25.68421053,25.19230769,44.80769231,25,26.01923077,27.4,98,6400,7.650793651,1800s,1900s,80.46031746
francois-boucher,https://www.artsy.net/artist/francois-boucher/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francois-boucher,French,pastorale,Rococo,,41.60526316,40.59615385,38.09615385,43.90384615,40.61538462,36.6,62,639,2,1700s,1700s,88.8
william-adolphe-bouguereau,https://www.artsy.net/artist/william-adolphe-bouguereau/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/william-adolphe-bouguereau,French,abstract,"Academic Art, Neoclassicism, Realism",,34.39473684,28.38461538,33.69230769,39.96153846,36.78846154,36.4,48,7920.284153,3,1800s,1900s,57.8
sebastien-bourdon,https://www.artsy.net/artist/sebastien-bourdon/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/sebastien-bourdon,French,landscape,Baroque,,21.13157895,20.90384615,14.32692308,10.69230769,18.11538462,9.866666667,0,7920.284153,7.650793651,1600s,1600s,80.46031746
georges-braque,https://www.artsy.net/artist/georges-braque/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/georges-braque,French,figurative,Cubism,,50.57894737,53.55769231,48.96153846,43.67307692,42.32692308,36.06666667,95,55000,12,1800s,1900s,62
gustave-caillebotte,https://www.artsy.net/artist/gustave-caillebotte/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/gustave-caillebotte,French,portrait,Impressionism,,42.02631579,39.73076923,42.53846154,37.48076923,38.98076923,32.6,96,2800,7.650793651,1800s,1800s,80.46031746
paul-cezanne,https://www.artsy.net/artist/paul-cezanne/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paul-cezanne,French,abstract,Post-Impressionism,,32.39473684,32.36538462,33.30769231,38.69230769,32.15384615,29.86666667,97,20000,4,1800s,1900s,87.5
marc-chagall,https://www.artsy.net/artist/marc-chagall/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/marc-chagall,French,abstract,Naïve Art (Primitivism),,41.44736842,45.15384615,41.98076923,39.28846154,33.25,31.6,97,11000,6,1800s,1900s,90.9
gustave-courbet,https://www.artsy.net/artist/gustave-courbet/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/gustave-courbet,French,abstract,Realism,,7.605263158,9.423076923,8.711538462,10.51923077,8.461538462,7.4,65,7920.284153,7.650793651,1800s,1800s,80.46031746
eugene-delacroix,https://www.artsy.net/artist/eugene-delacroix/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/eugene-delacroix,French,abstract,"Romanticism, Orientalism",,52.89473684,56.57692308,53.53846154,52.57692308,54.69230769,53.13333333,91,7920.284153,6,1700s,1800s,90.9
maurice-denis,https://www.artsy.net/artist/maurice-denis/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/maurice-denis,French,landscape,"Symbolism, Post-Impressionism",,60.92105263,55.88461538,55.11538462,44.71153846,48.01923077,59.86666667,65,813,5,1800s,1900s,53.3
narcisse-virgile-diaz-de-la-pena,https://www.artsy.net/artist/narcisse-virgile-diaz-de-la-pena/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/narcisse-virgile-diaz-de-la-pena,French,landscape,Realism,,0,0,0,0,0,0,1,73,6,1800s,1800s,59.3
raoul-dufy,https://www.artsy.net/artist/raoul-dufy/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/raoul-dufy,French,still life,"Post-Impressionism, Cubism",,50.63157895,48.73076923,48.55769231,55.90384615,50.01923077,40.86666667,32,2100,29,1800s,1900s,73.3
jules-dupre,https://www.artsy.net/artist/jules-dupre/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jules-dupre,French,landscape,Realism,,15.5,18.96153846,18.05769231,21.42307692,15.75,24.86666667,7,56,7.650793651,1800s,1800s,80.46031746
henri-fantin-latour,https://www.artsy.net/artist/henri-fantin-latour/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/henri-fantin-latour,French,flower painting,"Realism, Symbolism",,24.65789474,27.34615385,21.13461538,23.46153846,30.42307692,20.26666667,64,324,7,1800s,1900s,60
jean-honore-fragonard,https://www.artsy.net/artist/jean-honore-fragonard/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-honore-fragonard,French,still life,Rococo,,23.39473684,27.78846154,30.73076923,37.46153846,35.44230769,28.53333333,94,7920.284153,7,1700s,1800s,95.4
eugene-fromentin,https://www.artsy.net/artist/eugene-fromentin/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/eugene-fromentin,Other,landscape,Naïve Art (Primitivism),,29.97368421,29.63461538,26.71153846,24.42307692,18.23076923,12.73333333,0,7920.284153,2,Other,Other,72.7
jean-leon-gerome,https://www.artsy.net/artist/jean-leon-gerome/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-leon-gerome,French,genre painting,"Academic Art, Romanticism, Orientalism",,18.15789474,19.51923077,27.75,21.98076923,15.92307692,14.8,76,638,6,1800s,1900s,90.9
jean-baptiste-greuze,https://www.artsy.net/artist/jean-baptiste-greuze/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-baptiste-greuze,Other,genre painting,Rococo,,26.34210526,22.61538462,18.38461538,19.05769231,22.90384615,9.2,9,321,2,1700s,1800s,80
armand-guillaumin,https://www.artsy.net/artist/armand-guillaumin/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/armand-guillaumin,French,landscape,Impressionism,,38.94736842,41.21153846,24.82692308,21.13461538,16.63461538,18,11,2300,7.650793651,1800s,1900s,80.46031746
jean-helion,https://www.artsy.net/artist/jean-helion/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-helion,French,portrait,Abstract Art,,10.18421053,18.07692308,12.44230769,12.61538462,8.365384615,9.8,8,598,2,1900s,1900s,100
jean-jacques-henner,https://www.artsy.net/artist/jean-jacques-henner/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-jacques-henner,Other,landscape,"Symbolism, Neo-Impressionism, Social Realism",,13.60526316,8.769230769,14.19230769,7.288461538,8.596153846,7,5,52,7.650793651,Other,Other,80.46031746
wassily-kandinsky,https://www.artsy.net/artist/wassily-kandinsky/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/wassily-kandinsky,Russian,abstract,"Expressionism, Abstract Art",,56.94736842,62.32692308,61.75,65.57692308,52.94230769,52,98,20000,5,1800s,1900s,71.4
yves-klein,https://www.artsy.net/artist/yves-klein/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/yves-klein,French,portrait,Nouveau Réalisme,,67.63157895,56.92307692,50.34615385,49.92307692,42.88461538,41.86666667,99,8400,4,1900s,1900s,77.7
nicolas-lancret,https://www.artsy.net/artist/nicolas-lancret/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/nicolas-lancret,French,still life,Rococo,,32.84210526,33.76923077,28.09615385,22.98076923,20.11538462,25.53333333,10,7920.284153,2,Other,Other,80
marie-laurencin,https://www.artsy.net/artist/marie-laurencin/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/marie-laurencin,Other,genre painting,"Expressionism, Cubism",,20.84210526,22.26923077,23.30769231,21.51923077,20.75,19.66666667,26,1500,11,1800s,1900s,68
fernand-leger,https://www.artsy.net/artist/fernand-leger/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/fernand-leger,French,genre painting,Cubism,,46.36842105,50.75,50.25,52.80769231,45.86538462,39.93333333,82,17000,20,1800s,1900s,82.4
andre-masson,https://www.artsy.net/artist/andre-masson/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/andre-masson,French,portrait,Surrealism,,34.10526316,32.98076923,43.88461538,35.94230769,37.09615385,43.8,81,7920.284153,15,1800s,1900s,68.6
henri-matisse,https://www.artsy.net/artist/henri-matisse/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/henri-matisse,French,still life,"Impressionism, Post-Impressionism",,62.02631579,64.69230769,63.88461538,70.25,59.55769231,53.6,94,7920.284153,8,1800s,1900s,64.1
claude-monet,https://www.artsy.net/artist/claude-monet/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/claude-monet,French,landscape,Impressionism,,55.07894737,57.71153846,56.65384615,57.19230769,53.55769231,52,96,31000,14,1800s,1900s,88
adolphe-monticelli,https://www.artsy.net/artist/adolphe-monticelli/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/adolphe-monticelli,French,abstract,Romanticism,,27.05263158,26,21.40384615,19,18.48076923,14.26666667,9,7920.284153,4,1800s,1800s,50
berthe-morisot,https://www.artsy.net/artist/berthe-morisot/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/berthe-morisot,French,abstract,Impressionism,,20.07894737,25.07692308,41.34615385,25.07692308,24.82692308,23.66666667,95,2300,5,1800s,1800s,83.3
jean-marc-nattier,https://www.artsy.net/artist/jean-marc-nattier/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-marc-nattier,French,animal painting,Rococo,,15.57894737,15.21153846,15.13461538,21.07692308,10.88461538,6.266666667,4,7920.284153,7.650793651,1600s,1700s,80.46031746
jean-baptiste-oudry,https://www.artsy.net/artist/jean-baptiste-oudry/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-baptiste-oudry,French,still life,Rococo,,14.47368421,10.69230769,12.01923077,15.90384615,15.71153846,3.466666667,10,121,2,1600s,1700s,88.8
francis-picabia,https://www.artsy.net/artist/francis-picabia/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francis-picabia,French,still life,"Dada, Surrealism, Abstract Art",,40.47368421,37.96153846,35.86538462,31.92307692,25.55769231,28.73333333,96,3300,20,1800s,1900s,84.5
camille-pissarro,https://www.artsy.net/artist/camille-pissarro/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/camille-pissarro,French,figurative,"Impressionism, Neo-Impressionism",,56.10526316,61.86538462,53.86538462,54.36538462,50.75,50.86666667,97,5700,14,1800s,1900s,71.1
serge-poliakoff,https://www.artsy.net/artist/serge-poliakoff/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/serge-poliakoff,French,abstract,"Tachisme, Abstract Art",,36.42105263,33.96153846,34.09615385,37.01923077,29.40384615,28.33333333,12,1400,7.650793651,1900s,1900s,80.46031746
nicolas-poussin,https://www.artsy.net/artist/nicolas-poussin/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/nicolas-poussin,French,landscape,Baroque,,45.02631579,45.44230769,42.5,38.44230769,35.96153846,33,92,512,2,1500s,1600s,85.7
odilon-redon,https://www.artsy.net/artist/odilon-redon/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/odilon-redon,French,landscape,Symbolism,,57.47368421,61.34615385,48.30769231,41.46153846,35.09615385,36.73333333,76,2400,3,1800s,1900s,71.4
