artist,URL Artsy,URL Wiki,Nationality,Genre,Art Movement,Momentum Score,Trends 2017,Trends 2018,Trends 2019,Trends 2020,Trends 2021,Trends 2022,Articles,Followers,Yearly Lots Sold,birth_year,death_year,sell_through_rate
hyacinthe-rigaud,https://www.artsy.net/artist/hyacinthe-rigaud/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/hyacinthe-rigaud,French,portrait,Baroque,,37.89473684,34.30769231,31.15384615,30.96153846,35.86538462,26,9,50,2,1600s,1700s,100
hubert-robert,https://www.artsy.net/artist/hubert-robert/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/hubert-robert,French,capriccio,Rococo,,49.73684211,50.55769231,51.80769231,49.57692308,46.65384615,37.26666667,59,241,7,1700s,1800s,74.1
georges-rouault,https://www.artsy.net/artist/georges-rouault/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/georges-rouault,French,abstract,Expressionism,,45.26315789,42.01923077,41.82692308,38.01923077,28.07692308,29.73333333,39,7920.284153,12,1800s,1900s,76.5
paul-serusier,https://www.artsy.net/artist/paul-serusier/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paul-serusier,French,genre painting,Post-Impressionism,,9.763157895,12,17.23076923,12.82692308,10.5,17.46666667,10,321,5,1800s,1900s,62.9
paul-signac,https://www.artsy.net/artist/paul-signac/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paul-signac,French,genre painting,Neo-Impressionism,,53.92105263,56.19230769,55.51923077,50.80769231,51.53846154,46.93333333,99,3300,6,1800s,1900s,90.9
alfred-sisley,https://www.artsy.net/artist/alfred-sisley/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/alfred-sisley,French,landscape,Impressionism,,61.63157895,57.15384615,49.53846154,53.17307692,45.11538462,44.93333333,77,2900,7,1800s,1800s,63.8
chaim-soutine,https://www.artsy.net/artist/chaim-soutine/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/chaim-soutine,Jewish,still life,Expressionism,,47.73684211,46.94230769,33.05769231,33.40384615,36.23076923,28.2,76,1800,3,1800s,1900s,64.7
henri-de-toulouse-lautrec,https://www.artsy.net/artist/henri-de-toulouse-lautrec/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/henri-de-toulouse-lautrec,French,abstract,Post-Impressionism,,38.23684211,38.19230769,31.84615385,37.88461538,34.46153846,39.46666667,95,6100,4,1800s,1900s,85.7
jean-francois-de-troy,https://www.artsy.net/artist/jean-francois-de-troy/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jean-francois-de-troy,French,abstract,Rococo,,0,0,0,0,0,0,5,7920.284153,7.650793651,Other,Other,80.46031746
suzanne-valadon,https://www.artsy.net/artist/suzanne-valadon/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/suzanne-valadon,French,landscape,Post-Impressionism,,27.26315789,31.78846154,35.30769231,36.61538462,41.48076923,34.6,47,325,4,1800s,1900s,100
horace-vernet,https://www.artsy.net/artist/horace-vernet/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/horace-vernet,French,battle painting,Romanticism,,36.97368421,42.61538462,39.55769231,41.23076923,33.17307692,33.46666667,5,108,2,1700s,1800s,54.5
jacques-villon,https://www.artsy.net/artist/jacques-villon/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jacques-villon,French,landscape,Cubism,,18.57894737,17.44230769,17.36538462,14.17307692,14.36538462,12.73333333,15,1500,4,1800s,1900s,57.1
simon-vouet,https://www.artsy.net/artist/simon-vouet/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/simon-vouet,French,genre painting,Baroque,,38.26315789,41.21153846,37.03846154,35.25,31.07692308,33.2,9,220,7.650793651,1500s,1600s,80.46031746
edouard-vuillard,https://www.artsy.net/artist/edouard-vuillard/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/edouard-vuillard,French,landscape,Post-Impressionism,,38.76315789,40.11538462,41.05769231,38.30769231,33.11538462,38.46666667,79,2700,12,1800s,1900s,59
oswald-achenbach,https://www.artsy.net/artist/oswald-achenbach/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/oswald-achenbach,German,landscape,Romanticism,,17.42105263,12.82692308,15.57692308,15.30769231,17.28846154,7.066666667,1,16,2,1800s,1900s,46.1
georg-baselitz,https://www.artsy.net/artist/georg-baselitz/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/georg-baselitz,German,battle painting,Neo-Expressionism,,9.631578947,14.88461538,9.615384615,7.846153846,9.153846154,10.93333333,95,7920.284153,6,1900s,Other,90.9
max-beckmann,https://www.artsy.net/artist/max-beckmann/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/max-beckmann,German,landscape,"Expressionism, New Objectivity (Neue Sachlichkeit)",,53.5,55.25,48.48076923,48.98076923,44.80769231,38.6,97,2400,6,1800s,1900s,90.9
lovis-corinth,https://www.artsy.net/artist/lovis-corinth/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/lovis-corinth,German,landscape,"Impressionism, Expressionism",,33.89473684,42.51923077,36.63461538,37.82692308,37.88461538,39.8,31,290,6,1800s,1900s,90.9
otto-dix,https://www.artsy.net/artist/otto-dix/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/otto-dix,German,landscape,New Objectivity (Neue Sachlichkeit),,59.13157895,58.26923077,49.01923077,41.63461538,39.63461538,35.66666667,90,3100,6,1800s,1900s,90.9
max-ernst,https://www.artsy.net/artist/max-ernst/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/max-ernst,German,portrait,"Dada, Surrealism",,40.97368421,39.78846154,40.07692308,37.11538462,33.63461538,32,99,7920.284153,28,1800s,1900s,64.8
anselm-feuerbach,https://www.artsy.net/artist/anselm-feuerbach/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/anselm-feuerbach,Other,capriccio,Rococo,,44.13157895,41.23076923,41.71153846,39.78846154,32.09615385,30.2,2,15,7.650793651,Other,Other,80.46031746
erich-heckel,https://www.artsy.net/artist/erich-heckel/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/erich-heckel,German,portrait,Expressionism,,45.78947368,39.75,33.21153846,36.07692308,40.19230769,35.4,50,7920.284153,10,1800s,1900s,72
hans-hofmann,https://www.artsy.net/artist/hans-hofmann/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/hans-hofmann,American,abstract,"Abstract Expressionism, Abstract Art",,54.02631579,48.96153846,51.25,40.51923077,37.44230769,30.93333333,99,5500,10,1800s,1900s,61.2
anselm-kiefer,https://www.artsy.net/artist/anselm-kiefer/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/anselm-kiefer,German,abstract,"Contemporary, Neo-Expressionism, New European Painting",,31.28947368,31.15384615,30.88461538,27.65384615,27.26923077,30.53333333,95,11000,6,1900s,Other,90.9
ernst-ludwig-kirchner,https://www.artsy.net/artist/ernst-ludwig-kirchner/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/ernst-ludwig-kirchner,German,animal painting,Expressionism,,50.39473684,57.98076923,48.48076923,50.05769231,51.40384615,49.4,90,3200,6,1800s,1900s,90.9
max-liebermann,https://www.artsy.net/artist/max-liebermann/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/max-liebermann,Jewish,genre painting,Impressionism,,8.210526316,8.653846154,9.423076923,13.15384615,15.17307692,12.86666667,83,529,6,1800s,1900s,90.9
august-macke,https://www.artsy.net/artist/august-macke/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/august-macke,German,animal painting,"Expressionism, Orphism (Simultanism)",,18.44736842,21.63461538,23.07692308,19.5,23.19230769,17.66666667,29,909,6,1800s,1900s,90.9
ludwig-meidner,https://www.artsy.net/artist/ludwig-meidner/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/ludwig-meidner,Other,portrait,Mannerism (Late Renaissance),,26.31578947,30.61538462,24.42307692,22.42307692,20.76923077,27.26666667,8,293,6,Other,Other,90.9
anton-raphael-mengs,https://www.artsy.net/artist/anton-raphael-mengs/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/anton-raphael-mengs,German,portrait,"Neoclassicism, Baroque",,31.76315789,31.03846154,33.92307692,29.46153846,19.63461538,31.26666667,16,54,6,1700s,1700s,90.9
gabriele-munter,https://www.artsy.net/artist/gabriele-munter/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/gabriele-munter,German,landscape,Expressionism,,19.05263158,34.38461538,17.82692308,15.01923077,16.98076923,27.33333333,36,615,6,1800s,1900s,90.9
emil-nolde,https://www.artsy.net/artist/emil-nolde/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/emil-nolde,German,abstract,Expressionism,,15.60526316,15.71153846,20.34615385,12.44230769,13.09615385,8.8,93,2500,6,1800s,1900s,90.9
max-pechstein,https://www.artsy.net/artist/max-pechstein/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/max-pechstein,German,abstract,Expressionism,,14.44736842,13.15384615,13.01923077,13.53846154,9.346153846,11.26666667,32,7920.284153,6,1800s,1900s,90.9
sigmar-polke,https://www.artsy.net/artist/sigmar-polke/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/sigmar-polke,German,abstract,New European Painting,,38.28947368,36.25,35.46153846,27.07692308,21.67307692,18,95,5100,6,1900s,2000s,90.9
christian-rohlfs,https://www.artsy.net/artist/christian-rohlfs/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/christian-rohlfs,Italian,portrait,Expressionism,,28.13157895,21.48076923,22.92307692,28.36538462,27.94230769,28.06666667,9,125,6,1800s,1900s,90.9
karl-schmidt-rottluff,https://www.artsy.net/artist/karl-schmidt-rottluff/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/karl-schmidt-rottluff,German,genre painting,Expressionism,,28.47368421,31.38461538,21.84615385,32.46153846,27.55769231,20.2,11,851,6,1800s,Other,90.9
carl-spitzweg,https://www.artsy.net/artist/carl-spitzweg/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/carl-spitzweg,German,genre painting,Romanticism,,51.84210526,50.48076923,40.94230769,53.09615385,49.78846154,38.46666667,23,47,6,1800s,1800s,90.9
franz-xaver-winterhalter,https://www.artsy.net/artist/franz-xaver-winterhalter/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/franz-xaver-winterhalter,German,portrait,"Neoclassicism, Romanticism",,31.55263158,31.96153846,33.59615385,31.03846154,25.86538462,27.26666667,5,56,6,1800s,1800s,90.9
mf-husain,https://www.artsy.net/artist/mf-husain/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/mf-husain,Other,cloudscape,Post-Impressionism,,14.84210526,13.34615385,12.25,9.538461538,8.326923077,8.133333333,88,1200,6,Other,Other,90.9
jamini-roy,https://www.artsy.net/artist/jamini-roy/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jamini-roy,Indian,landscape,"Neo-Dada, Pop Art",,18.65789474,16.28846154,17.23076923,17.65384615,15.03846154,14.46666667,87,479,6,1800s,1900s,90.9
francesco-albani,https://www.artsy.net/artist/francesco-albani/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francesco-albani,Other,landscape,Abstract Art,,6.289473684,6.288461538,6.076923077,5.211538462,8.384615385,5.733333333,2,12,6,Other,Other,90.9
andrea-del-sarto,https://www.artsy.net/artist/andrea-del-sarto/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/andrea-del-sarto,Italian,marina,"High Renaissance, Mannerism (Late Renaissance)",,58.36842105,52.57692308,55.28846154,50.28846154,43.55769231,36.13333333,25,7920.284153,6,Other,Other,90.9
giacomo-balla,https://www.artsy.net/artist/giacomo-balla/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/giacomo-balla,Italian,abstract,Futurism,,31.07894737,32.51923077,34.05769231,28.76923077,30.67307692,27.53333333,71,948,6,1800s,1900s,90.9
jacopo-bassano,https://www.artsy.net/artist/jacopo-bassano/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jacopo-bassano,Italian,landscape,Mannerism (Late Renaissance),,38.68421053,36.23076923,42.40384615,33.09615385,25.51923077,27.46666667,17,103,6,Other,1500s,90.9
alberto-burri,https://www.artsy.net/artist/alberto-burri/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/alberto-burri,Italian,landscape,"Art Informel, Spatialism, Arte Povera",,49.10526316,52.59615385,49.21153846,42.21153846,36.94230769,32.26666667,71,7920.284153,6,1900s,1900s,90.9
canaletto,https://www.artsy.net/artist/canaletto/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/canaletto,Italian,cityscape,"Baroque, Rococo",,51.92105263,54.40384615,52.40384615,37.59615385,38.96153846,34.46666667,55,397,2,1600s,1700s,88.8
carlo-carra,https://www.artsy.net/artist/carlo-carra/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/carlo-carra,Italian,landscape,"Futurism, Metaphysical art",,15.86842105,25.69230769,18.55769231,16.84615385,16.94230769,15.26666667,40,7920.284153,5,1800s,1900s,65.3
francesco-clemente,https://www.artsy.net/artist/francesco-clemente/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francesco-clemente,Italian,portrait,Transavantgarde,,33.94736842,29.48076923,25.57692308,23.75,23.15384615,28.93333333,98,4400,3,1900s,Other,81.8
sebastiano-conca,https://www.artsy.net/artist/sebastiano-conca/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/sebastiano-conca,Italian,abstract,Baroque,,20.15789474,20.98076923,14.15384615,14.82692308,14.5,10.73333333,2,25,7.650793651,1600s,1700s,80.46031746
correggio,https://www.artsy.net/artist/correggio/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/correggio,Italian,portrait,"High Renaissance, Mannerism (Late Renaissance)",,64.78947368,68.46153846,75.57692308,66.61538462,65.28846154,52.33333333,8,414,7.650793651,Other,1500s,80.46031746
carlo-dolci,https://www.artsy.net/artist/carlo-dolci/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/carlo-dolci,Other,abstract,"Muralism, Social Realism, Junk Art",,49.18421053,45.19230769,47.82692308,45.98076923,42.13461538,39.53333333,14,86,7.650793651,Other,Other,80.46031746
francesco-guardi,https://www.artsy.net/artist/francesco-guardi/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francesco-guardi,Italian,veduta,Baroque,,44.47368421,47.76923077,46.51923077,38.01923077,35.09615385,34,23,255,1,1700s,1700s,71.4
alessandro-magnasco,https://www.artsy.net/artist/alessandro-magnasco/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/alessandro-magnasco,Italian,landscape,Rococo,,19.76315789,28,21.26923077,17.80769231,20.23076923,17.33333333,8,193,7.650793651,Other,Other,80.46031746
amedeo-modigliani,https://www.artsy.net/artist/amedeo-modigliani/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/amedeo-modigliani,Italian,nude painting (nu),Expressionism,,11.13157895,10.44230769,11.34615385,11.15384615,8.057692308,6.466666667,76,7920.284153,2,1800s,1900s,100
giorgio-morandi,https://www.artsy.net/artist/giorgio-morandi/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/giorgio-morandi,Italian,still life,"Metaphysical art, Magic Realism",,37.65789474,36.38461538,32.21153846,35.34615385,27.92307692,33.06666667,95,7920.284153,6,1800s,1900s,90.9
guido-reni,https://www.artsy.net/artist/guido-reni/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/guido-reni,Italian,abstract,Baroque,,56.94736842,41.26923077,38.03846154,28.46153846,26.96153846,27.66666667,31,353,2,1500s,1600s,72.7
salvator-rosa,https://www.artsy.net/artist/salvator-rosa/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/salvator-rosa,Italian,abstract,Baroque,,49.31578947,54.19230769,52.28846154,49.34615385,45.88461538,41.66666667,27,7920.284153,2,1600s,1600s,80
giovanni-segantini,https://www.artsy.net/artist/giovanni-segantini/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/giovanni-segantini,Italian,abstract,"Symbolism, Neo-Impressionism, Social Realism",,40.5,32.38461538,32.01923077,29.46153846,28.59615385,31,9,146,7.650793651,1800s,1800s,80.46031746
gino-severini,https://www.artsy.net/artist/gino-severini/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/gino-severini,Italian,genre painting,"Cubism, Futurism",,51.52631579,55.78846154,43.30769231,47.09615385,36.92307692,31.2,24,1300,6,1800s,1900s,90.9
tintoretto,https://www.artsy.net/artist/tintoretto/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/tintoretto,Italian,portrait,Mannerism (Late Renaissance),,47.81578947,51.48076923,52.40384615,36.94230769,35.30769231,25.13333333,63,986,7.650793651,Other,1500s,80.46031746
titian,https://www.artsy.net/artist/titian/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/titian,Italian,genre painting,"High Renaissance, Mannerism (Late Renaissance)",,24.07894737,9.096153846,8.115384615,7.923076923,7.5,6.533333333,83,7920.284153,7.650793651,Other,1500s,80.46031746
paolo-veronese,https://www.artsy.net/artist/paolo-veronese/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paolo-veronese,Italian,landscape,Mannerism (Late Renaissance),,35.10526316,37.07692308,40.23076923,29.65384615,32.23076923,27.66666667,60,576,7.650793651,Other,1500s,80.46031746
francesco-zuccarelli,https://www.artsy.net/artist/francesco-zuccarelli/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/francesco-zuccarelli,Other,portrait,Rococo,,21.23684211,21.21153846,11.92307692,9.826923077,13.01923077,4.133333333,2,20,6,Other,Other,90.9
takashi-murakami,https://www.artsy.net/artist/takashi-murakami/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/takashi-murakami,Japanese,portrait,Neo-Pop Art,,18.52631579,29,40.59615385,51.75,38.36538462,41.73333333,99,82000,26,1900s,Other,80.6
leonora-carrington,https://www.artsy.net/artist/leonora-carrington/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/leonora-carrington,British,portrait,Surrealism,,33.10526316,50.65384615,36.21153846,36.73076923,38.36538462,34.4,96,4500,5,1900s,2000s,100
diego-rivera,https://www.artsy.net/artist/diego-rivera/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/diego-rivera,Mexican,portrait,"Social Realism, Muralism, Indigenism",,61.47368421,64.28846154,62,57.05769231,44.46153846,44.4,100,7920.284153,7.650793651,1800s,1900s,80.46031746
david-alfaro-siqueiros,https://www.artsy.net/artist/david-alfaro-siqueiros/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/david-alfaro-siqueiros,Mexican,abstract,"Social Realism, Muralism, Indigenism",,40.39473684,46.13461538,42.19230769,47.55769231,36.42307692,37.6,97,1500,6,1800s,1900s,100
rufino-tamayo,https://www.artsy.net/artist/rufino-tamayo/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/rufino-tamayo,Mexican,animal painting,"Expressionism, Surrealism, Muralism, Indigenism",,36.73684211,37.51923077,38.38461538,32.88461538,27.03846154,27.2,87,2900,9,1800s,1900s,61.3
per-krohg,https://www.artsy.net/artist/per-krohg/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/per-krohg,Other,landscape,Pop Art,,15.18421053,13.96153846,14.25,7.134615385,7.115384615,8.866666667,3,7920.284153,7.650793651,Other,Other,80.46031746
edvard-munch,https://www.artsy.net/artist/edvard-munch/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/edvard-munch,Norwegian,portrait,"Symbolism, Expressionism",,34.60526316,34.42307692,37.73076923,39.36538462,35.48076923,32.2,99,12000,3,1800s,Other,100
henry-raeburn,https://www.artsy.net/artist/henry-raeburn/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/henry-raeburn,British,portrait,Romanticism,,29.05263158,29.38461538,26.26923077,24.46153846,24.19230769,22.26666667,34,114,2,1700s,1800s,88.8
allan-ramsay,https://www.artsy.net/artist/allan-ramsay/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/allan-ramsay,British,portrait,Rococo,,16.94736842,18.48076923,16.07692308,17.46153846,17.5,16.26666667,42,12,2,1700s,1700s,70
salvador-dali,https://www.artsy.net/artist/salvador-dali/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/salvador-dali,Spanish,landscape,Surrealism,,32.65789474,28.42307692,29.09615385,36.07692308,32.5,30.46666667,96,38000,10,1900s,1900s,86.1
el-greco,https://www.artsy.net/artist/el-greco/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/el-greco,Spanish,portrait,Mannerism (Late Renaissance),,47.5,48.61538462,48.71153846,42.46153846,42.59615385,35.93333333,94,2000,7.650793651,Other,1600s,80.46031746
juan-gris,https://www.artsy.net/artist/juan-gris/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/juan-gris,Spanish,abstract,Cubism,,10.44736842,10.98076923,12.23076923,9.884615385,8.730769231,7.333333333,58,48000,6,1800s,1900s,78.2
joan-miro,https://www.artsy.net/artist/joan-miro/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/joan-miro,Spanish,animal painting,Surrealism,,47.55263158,47.07692308,48.38461538,53.67307692,46.38461538,42.8,95,27000,15,1800s,1900s,77.5
jose-de-ribera,https://www.artsy.net/artist/jose-de-ribera/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/jose-de-ribera,Spanish,abstract,Baroque,,25.55263158,26,29.69230769,33.84615385,28.76923077,27.26666667,11,312,3,1500s,1600s,64.7
joaquin-sorolla-y-bastida,https://www.artsy.net/artist/joaquin-sorolla-y-bastida/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/joaquin-sorolla-y-bastida,Spanish,cityscape,Impressionism,,20.15789474,20.26923077,18.46153846,19.98076923,12.17307692,9,26,7920.284153,4,1800s,1900s,66.6
antoni-tapies,https://www.artsy.net/artist/antoni-tapies/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/antoni-tapies,Spanish,abstract,"Art Informel, Tachisme, Haute Pâte (Matter Painting)",,34.73684211,32.96153846,24.19230769,24.26923077,26.69230769,27.2,55,3500,6,1900s,2000s,90.9
anders-zorn,https://www.artsy.net/artist/anders-zorn/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/anders-zorn,Swedish,flower painting,"Realism, Impressionism",,43.97368421,27.09615385,23.98076923,27.36538462,28.09615385,19,27,420,6,1800s,1900s,90.9
ferdinand-hodler,https://www.artsy.net/artist/ferdinand-hodler/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/ferdinand-hodler,Swiss,landscape,"Symbolism, Art Nouveau",,35.18421053,37.90384615,23.51923077,23.38461538,27.90384615,20.33333333,21,604,7.650793651,1800s,1900s,80.46031746
paul-klee,https://www.artsy.net/artist/paul-klee/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/paul-klee,German,abstract,"Expressionism, Abstract Art, Surrealism",,6.842105263,9.365384615,7.576923077,6.596153846,5.769230769,6.066666667,99,12000,31,1800s,1900s,80.1
joaquin-torres-garcia,https://www.artsy.net/artist/joaquin-torres-garcia/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/joaquin-torres-garcia,Spanish,abstract,"Modernismo, Constructivism, Concrete Art (Concretism)",,10.86842105,13.11538462,11.61538462,17.01923077,12.23076923,11.93333333,40,992,5,1800s,1900s,69.5
augustus-john,https://www.artsy.net/artist/augustus-john/auction-results?categories%5B0%5D=Painting,https://www.wikiart.org/en/augustus-john,British,portrait,Post-Impressionism,,45.97368421,41.21153846,38.69230769,37.57692308,37.61538462,32,93,115,5,1800s,1900s,78.9
